30516,31358
31498,32160
33084,35140
35406,35668
36648,37736
38076,38490
38726,40028
41742,43984
44212,44428
44626,44746
65808,66170
66328,70564
70804,71192
72166,72978
73280,75380
75666,76854
77138,78400
78842,81142
81506,82226
83664,83764
